name,tapebert_mlp_pred_result_1,tapebert_mlp_pred_result_2,tapebert_mlp_pred_result_3,tapebert_mlp_pred_result_4,tapebert_mlp_pred_result_5,tapebert_mlp_pred_result_vote,tapebert_svm_pred_result_1,tapebert_svm_pred_result_2,tapebert_svm_pred_result_3,tapebert_svm_pred_result_4,tapebert_svm_pred_result_5,tapebert_svm_pred_result_vote,pssm_cnn_pred_result_1,pssm_cnn_pred_result_2,pssm_cnn_pred_result_3,pssm_cnn_pred_result_4,pssm_cnn_pred_result_5,pssm_cnn_pred_result_vote,hybrid_bilstm_pred_result_1,hybrid_bilstm_pred_result_2,hybrid_bilstm_pred_result_3,hybrid_bilstm_pred_result_4,hybrid_bilstm_pred_result_5,hybrid_bilstm_pred_result_vote
lcl|NC_012442.1_prot_WP_002972090.1_597,0.056,0.184,0.123,0.025,0.074,0.0,0.083,0.1,0.097,0.105,0.109,0.0,0.788,0.675,0.738,0.616,0.818,1.0,0.444,0.319,0.113,0.257,0.355,0.0
lcl|NC_012442.1_prot_WP_004686886.1_598,0.002,0.001,0.013,0.0,0.0,0.0,0.016,0.009,0.017,0.016,0.013,0.0,0.068,0.08,0.053,0.054,0.046,0.0,0.015,0.002,0.001,0.007,0.0,0.0
lcl|NC_012442.1_prot_WP_004681957.1_599,0.0,0.003,0.01,0.007,0.001,0.0,0.037,0.032,0.027,0.005,0.02,0.0,0.027,0.018,0.017,0.008,0.007,0.0,0.001,0.0,0.001,0.015,0.001,0.0
lcl|NC_012442.1_prot_WP_004686040.1_600,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.007,0.007,0.009,0.007,0.0,0.015,0.004,0.011,0.004,0.009,0.0,0.009,0.0,0.0,0.002,0.0,0.0
lcl|NC_012442.1_prot_WP_004681962.1_601,0.148,0.003,0.005,0.053,0.028,0.0,0.009,0.011,0.004,0.008,0.013,0.0,0.089,0.013,0.014,0.001,0.009,0.0,0.002,0.001,0.0,0.003,0.001,0.0
lcl|NC_012442.1_prot_WP_005971238.1_602,0.0,0.005,0.084,0.0,0.0,0.0,0.049,0.071,0.107,0.057,0.087,0.0,0.211,0.306,0.276,0.089,0.243,0.0,0.023,0.084,0.004,0.057,0.039,0.0
lcl|NC_012442.1_prot_WP_002965955.1_603,0.0,0.0,0.018,0.0,0.0,0.0,0.046,0.076,0.078,0.054,0.077,0.0,0.044,0.079,0.037,0.109,0.051,0.0,0.011,0.0,0.0,0.012,0.001,0.0
lcl|NC_012442.1_prot_WP_004681969.1_604,0.0,0.001,0.024,0.003,0.001,0.0,0.008,0.013,0.015,0.021,0.012,0.0,0.046,0.027,0.047,0.043,0.164,0.0,0.015,0.009,0.001,0.023,0.005,0.0
lcl|NC_012442.1_prot_WP_002967276.1_605,0.008,0.001,0.003,0.007,0.003,0.0,0.006,0.005,0.003,0.005,0.007,0.0,0.02,0.002,0.003,0.001,0.001,0.0,0.0,0.0,0.0,0.001,0.0,0.0
lcl|NC_012442.1_prot_WP_004686039.1_606,0.0,0.0,0.02,0.001,0.0,0.0,0.078,0.039,0.025,0.051,0.025,0.0,0.014,0.004,0.013,0.002,0.011,0.0,0.007,0.0,0.0,0.003,0.0,0.0
lcl|NC_012442.1_prot_WP_005971225.1_607,0.0,0.0,0.018,0.001,0.0,0.0,0.03,0.021,0.014,0.026,0.015,0.0,0.01,0.006,0.016,0.003,0.02,0.0,0.002,0.0,0.001,0.002,0.0,0.0
lcl|NC_012442.1_prot_WP_004686038.1_608,0.002,0.026,0.059,0.008,0.004,0.0,0.023,0.028,0.029,0.01,0.028,0.0,0.038,0.037,0.028,0.021,0.009,0.0,0.0,0.0,0.0,0.001,0.0,0.0
lcl|NC_012442.1_prot_WP_004686037.1_609,0.007,0.003,0.01,0.006,0.005,0.0,0.003,0.005,0.005,0.002,0.005,0.0,0.032,0.012,0.023,0.008,0.009,0.0,0.003,0.0,0.0,0.002,0.0,0.0
lcl|NC_012442.1_prot_WP_004684919.1_610,0.008,0.008,0.012,0.003,0.003,0.0,0.008,0.005,0.005,0.008,0.004,0.0,0.151,0.095,0.147,0.08,0.256,0.0,0.083,0.136,0.008,0.036,0.001,0.0
lcl|NC_012442.1_prot_WP_002965944.1_611,0.001,0.014,0.059,0.003,0.008,0.0,0.019,0.01,0.057,0.033,0.029,0.0,0.274,0.158,0.219,0.109,0.193,0.0,0.101,0.059,0.007,0.088,0.043,0.0
lcl|NC_012442.1_prot_WP_004681985.1_612,0.002,0.005,0.017,0.009,0.004,0.0,0.003,0.003,0.005,0.002,0.002,0.0,0.126,0.017,0.021,0.078,0.037,0.0,0.001,0.001,0.001,0.002,0.0,0.0
lcl|NC_012442.1_prot_WP_002970629.1_613,0.001,0.003,0.01,0.001,0.001,0.0,0.008,0.007,0.006,0.008,0.005,0.0,0.007,0.005,0.012,0.002,0.018,0.0,0.027,0.006,0.002,0.005,0.005,0.0
lcl|NC_012442.1_prot_WP_002968475.1_614,0.003,0.013,0.057,0.005,0.0,0.0,0.022,0.019,0.026,0.006,0.031,0.0,0.043,0.008,0.018,0.015,0.016,0.0,0.001,0.0,0.0,0.007,0.0,0.0
lcl|NC_012442.1_prot_WP_004681989.1_615,0.0,0.0,0.002,0.0,0.0,0.0,0.003,0.003,0.003,0.003,0.006,0.0,0.039,0.006,0.018,0.005,0.002,0.0,0.0,0.0,0.0,0.002,0.0,0.0
lcl|NC_012442.1_prot_WP_002972093.1_617,0.037,0.274,0.108,0.034,0.013,0.0,0.027,0.043,0.038,0.005,0.058,0.0,0.294,0.22,0.167,0.154,0.197,0.0,0.005,0.089,0.047,0.019,0.005,0.0
lcl|NC_012442.1_prot_WP_004681994.1_618,0.001,0.016,0.077,0.007,0.002,0.0,0.017,0.032,0.028,0.023,0.036,0.0,0.034,0.02,0.031,0.033,0.005,0.0,0.008,0.039,0.094,0.178,0.0,0.0
lcl|NC_012442.1_prot_WP_002968479.1_619,0.049,0.148,0.155,0.036,0.024,0.0,0.05,0.083,0.038,0.035,0.107,0.0,0.401,0.167,0.056,0.014,0.091,0.0,0.125,0.176,0.043,0.055,0.01,0.0
lcl|NC_012442.1_prot_WP_002965935.1_620,0.0,0.004,0.006,0.0,0.002,0.0,0.017,0.031,0.021,0.013,0.026,0.0,0.081,0.036,0.029,0.028,0.074,0.0,0.059,0.0,0.273,0.015,0.046,0.0
lcl|NC_012442.1_prot_WP_004686034.1_622,0.001,0.001,0.046,0.0,0.0,0.0,0.044,0.078,0.071,0.035,0.064,0.0,0.015,0.006,0.009,0.009,0.004,0.0,0.008,0.0,0.008,0.082,0.01,0.0
lcl|NC_012442.1_prot_WP_004686033.1_623,0.012,0.014,0.017,0.01,0.019,0.0,0.023,0.02,0.018,0.05,0.019,0.0,0.092,0.039,0.187,0.009,0.231,0.0,0.008,0.0,0.0,0.006,0.0,0.0
lcl|NC_012442.1_prot_WP_004682005.1_624,0.041,0.023,0.107,0.008,0.015,0.0,0.03,0.066,0.032,0.072,0.065,0.0,0.081,0.084,0.039,0.043,0.035,0.0,0.112,0.386,0.045,0.271,0.02,0.0
lcl|NC_012442.1_prot_WP_004686031.1_625,0.0,0.002,0.003,0.0,0.0,0.0,0.007,0.003,0.004,0.006,0.004,0.0,0.012,0.01,0.024,0.007,0.025,0.0,0.004,0.0,0.0,0.007,0.0,0.0
lcl|NC_012442.1_prot_WP_002965929.1_626,0.019,0.123,0.017,0.01,0.079,0.0,0.05,0.036,0.031,0.089,0.024,0.0,0.078,0.044,0.043,0.059,0.038,0.0,0.084,0.017,0.024,0.008,0.02,0.0
lcl|NC_012442.1_prot_WP_004686030.1_627,0.0,0.001,0.023,0.0,0.001,0.0,0.007,0.007,0.007,0.006,0.007,0.0,0.023,0.021,0.01,0.007,0.014,0.0,0.055,0.003,0.023,0.021,0.035,0.0
lcl|NC_012442.1_prot_WP_002968481.1_628,0.0,0.0,0.006,0.0,0.0,0.0,0.005,0.004,0.004,0.003,0.004,0.0,0.062,0.014,0.035,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lcl|NC_012442.1_prot_WP_002967271.1_629,0.0,0.001,0.012,0.001,0.001,0.0,0.038,0.027,0.028,0.028,0.03,0.0,0.066,0.051,0.079,0.08,0.03,0.0,0.004,0.001,0.0,0.004,0.0,0.0
lcl|NC_012442.1_prot_WP_004682017.1_630,0.003,0.009,0.082,0.02,0.005,0.0,0.165,0.121,0.073,0.061,0.17,0.0,0.184,0.099,0.046,0.116,0.097,0.0,0.063,0.265,0.054,0.172,0.007,0.0
lcl|NC_012442.1_prot_WP_002968483.1_631,0.0,0.0,0.047,0.0,0.001,0.0,0.019,0.054,0.033,0.049,0.027,0.0,0.036,0.017,0.018,0.011,0.027,0.0,0.002,0.016,0.029,0.012,0.014,0.0
lcl|NC_012442.1_prot_WP_004686029.1_632,0.004,0.001,0.005,0.006,0.006,0.0,0.007,0.007,0.005,0.008,0.013,0.0,0.053,0.006,0.007,0.003,0.005,0.0,0.0,0.0,0.0,0.001,0.0,0.0
lcl|NC_012442.1_prot_WP_004686028.1_633,0.007,0.015,0.038,0.005,0.004,0.0,0.032,0.025,0.022,0.019,0.018,0.0,0.014,0.013,0.018,0.005,0.013,0.0,0.005,0.0,0.001,0.002,0.0,0.0
lcl|NC_012442.1_prot_WP_004684907.1_634,0.009,0.056,0.102,0.03,0.012,0.0,0.048,0.057,0.056,0.022,0.075,0.0,0.138,0.081,0.117,0.091,0.247,0.0,0.002,0.0,0.001,0.009,0.0,0.0
lcl|NC_012442.1_prot_WP_004686027.1_635,0.004,0.016,0.034,0.002,0.001,0.0,0.018,0.015,0.02,0.021,0.02,0.0,0.038,0.026,0.02,0.031,0.009,0.0,0.161,0.029,0.034,0.019,0.005,0.0
lcl|NC_012442.1_prot_WP_004686026.1_636,0.001,0.002,0.027,0.001,0.009,0.0,0.031,0.03,0.026,0.052,0.025,0.0,0.009,0.023,0.013,0.045,0.023,0.0,0.056,0.002,0.07,0.031,0.078,0.0
lcl|NC_012442.1_prot_WP_004684905.1_637,0.0,0.001,0.007,0.0,0.0,0.0,0.007,0.006,0.007,0.006,0.004,0.0,0.007,0.008,0.006,0.002,0.002,0.0,0.008,0.001,0.001,0.005,0.006,0.0
lcl|NC_012442.1_prot_WP_002968488.1_638,0.0,0.0,0.003,0.001,0.0,0.0,0.008,0.006,0.007,0.002,0.009,0.0,0.011,0.006,0.019,0.006,0.002,0.0,0.0,0.0,0.0,0.004,0.0,0.0
lcl|NC_012442.1_prot_WP_004682035.1_639,0.007,0.029,0.031,0.009,0.001,0.0,0.013,0.016,0.032,0.02,0.011,0.0,0.022,0.004,0.005,0.005,0.005,0.0,0.152,0.067,0.092,0.36,0.349,0.0
lcl|NC_012442.1_prot_WP_002965912.1_642,0.061,0.091,0.016,0.018,0.032,0.0,0.032,0.023,0.014,0.031,0.02,0.0,0.074,0.041,0.021,0.04,0.028,0.0,0.078,0.091,0.133,0.015,0.015,0.0
lcl|NC_012442.1_prot_WP_004686023.1_643,0.072,0.101,0.093,0.097,0.052,0.0,0.056,0.061,0.067,0.095,0.091,0.0,0.543,0.518,0.51,0.573,0.346,0.8,0.608,0.25,0.183,0.237,0.479,0.2
lcl|NC_012442.1_prot_WP_004686022.1_644,0.01,0.005,0.098,0.013,0.005,0.0,0.049,0.046,0.059,0.041,0.047,0.0,0.022,0.038,0.036,0.009,0.006,0.0,0.049,0.003,0.013,0.024,0.037,0.0
lcl|NC_012442.1_prot_WP_004682047.1_645,0.0,0.0,0.003,0.0,0.0,0.0,0.012,0.033,0.02,0.008,0.015,0.0,0.012,0.02,0.012,0.009,0.005,0.0,0.014,0.001,0.001,0.01,0.001,0.0
lcl|NC_012442.1_prot_WP_002965908.1_646,0.217,0.322,0.305,0.297,0.094,0.0,0.145,0.182,0.195,0.081,0.243,0.0,0.897,0.686,0.559,0.148,0.261,0.6,0.483,0.853,0.312,0.53,0.179,0.4
lcl|NC_012442.1_prot_WP_004686021.1_647,0.0,0.002,0.004,0.007,0.0,0.0,0.013,0.013,0.014,0.016,0.005,0.0,0.021,0.009,0.011,0.01,0.011,0.0,0.001,0.0,0.008,0.012,0.0,0.0
lcl|NC_012442.1_prot_WP_004686020.1_648,0.0,0.009,0.015,0.004,0.0,0.0,0.037,0.024,0.028,0.012,0.036,0.0,0.056,0.049,0.042,0.013,0.015,0.0,0.0,0.0,0.0,0.003,0.0,0.0
lcl|NC_012442.1_prot_WP_004682054.1_649,0.0,0.0,0.002,0.001,0.0,0.0,0.007,0.007,0.004,0.006,0.004,0.0,0.011,0.007,0.009,0.009,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lcl|NC_012442.1_prot_WP_005971161.1_650,0.0,0.0,0.001,0.0,0.0,0.0,0.003,0.004,0.004,0.004,0.005,0.0,0.012,0.001,0.004,0.002,0.001,0.0,0.0,0.0,0.0,0.001,0.0,0.0
lcl|NC_012442.1_prot_WP_002965902.1_651,0.32,0.246,0.414,0.446,0.175,0.0,0.196,0.24,0.208,0.169,0.271,0.0,0.209,0.028,0.047,0.045,0.051,0.0,0.535,0.039,0.05,0.183,0.017,0.2
lcl|NC_012442.1_prot_WP_004684898.1_652,0.114,0.324,0.096,0.085,0.121,0.0,0.016,0.033,0.051,0.021,0.02,0.0,0.093,0.07,0.014,0.148,0.013,0.0,0.113,0.234,0.075,0.081,0.016,0.0
lcl|NC_012442.1_prot_WP_004686019.1_653,0.001,0.001,0.017,0.002,0.0,0.0,0.007,0.005,0.004,0.008,0.005,0.0,0.006,0.003,0.006,0.003,0.008,0.0,0.027,0.001,0.008,0.077,0.003,0.0
lcl|NC_012442.1_prot_WP_004682063.1_654,0.07,0.057,0.022,0.006,0.013,0.0,0.053,0.031,0.03,0.049,0.031,0.0,0.018,0.009,0.008,0.005,0.001,0.0,0.032,0.0,0.004,0.012,0.002,0.0
lcl|NC_012442.1_prot_WP_002965898.1_655,0.002,0.0,0.002,0.003,0.002,0.0,0.003,0.003,0.002,0.003,0.005,0.0,0.027,0.004,0.009,0.003,0.002,0.0,0.0,0.0,0.0,0.002,0.0,0.0
lcl|NC_012442.1_prot_WP_002965897.1_656,0.0,0.002,0.009,0.001,0.001,0.0,0.016,0.013,0.015,0.025,0.012,0.0,0.06,0.044,0.043,0.007,0.084,0.0,0.031,0.0,0.004,0.023,0.0,0.0
lcl|NC_012442.1_prot_WP_004682068.1_657,0.002,0.024,0.058,0.006,0.001,0.0,0.031,0.037,0.047,0.012,0.043,0.0,0.03,0.021,0.032,0.006,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lcl|NC_012442.1_prot_WP_004686018.1_658,0.0,0.0,0.013,0.001,0.0,0.0,0.026,0.017,0.016,0.021,0.013,0.0,0.016,0.003,0.021,0.004,0.014,0.0,0.003,0.0,0.002,0.004,0.001,0.0
lcl|NC_012442.1_prot_WP_002965894.1_659,0.0,0.0,0.003,0.0,0.0,0.0,0.031,0.018,0.009,0.021,0.01,0.0,0.015,0.007,0.016,0.001,0.017,0.0,0.002,0.0,0.0,0.001,0.0,0.0
lcl|NC_012442.1_prot_WP_004686017.1_660,0.0,0.0,0.003,0.0,0.0,0.0,0.012,0.009,0.011,0.004,0.016,0.0,0.021,0.007,0.003,0.004,0.004,0.0,0.001,0.0,0.0,0.001,0.0,0.0
lcl|NC_012442.1_prot_WP_004686016.1_661,0.019,0.006,0.048,0.013,0.013,0.0,0.038,0.029,0.044,0.043,0.038,0.0,0.12,0.132,0.102,0.119,0.045,0.0,0.233,0.022,0.029,0.14,0.037,0.0
lcl|NC_012442.1_prot_WP_002965890.1_662,0.001,0.0,0.001,0.002,0.002,0.0,0.001,0.002,0.001,0.002,0.003,0.0,0.059,0.022,0.029,0.004,0.014,0.0,0.013,0.001,0.001,0.038,0.029,0.0
lcl|NC_012442.1_prot_WP_002970609.1_663,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.008,0.003,0.004,0.004,0.0,0.027,0.022,0.016,0.008,0.027,0.0,0.002,0.0,0.0,0.001,0.0,0.0
lcl|NC_012442.1_prot_WP_002965888.1_664,0.014,0.024,0.068,0.017,0.009,0.0,0.015,0.017,0.016,0.01,0.019,0.0,0.103,0.032,0.046,0.049,0.111,0.0,0.005,0.001,0.004,0.021,0.0,0.0
lcl|NC_012442.1_prot_WP_002965886.1_665,0.013,0.0,0.002,0.002,0.004,0.0,0.008,0.013,0.002,0.006,0.004,0.0,0.012,0.001,0.005,0.004,0.001,0.0,0.002,0.0,0.001,0.011,0.001,0.0
lcl|NC_012442.1_prot_WP_002965885.1_666,0.001,0.001,0.007,0.004,0.002,0.0,0.011,0.009,0.022,0.012,0.005,0.0,0.03,0.011,0.005,0.002,0.007,0.0,0.02,0.001,0.001,0.005,0.0,0.0
lcl|NC_012442.1_prot_WP_004684889.1_667,0.001,0.008,0.031,0.001,0.002,0.0,0.03,0.032,0.013,0.032,0.028,0.0,0.034,0.035,0.02,0.028,0.018,0.0,0.027,0.046,0.008,0.01,0.0,0.0
lcl|NC_012442.1_prot_WP_005971132.1_668,0.0,0.0,0.002,0.0,0.002,0.0,0.009,0.01,0.008,0.013,0.014,0.0,0.086,0.071,0.036,0.017,0.053,0.0,0.001,0.0,0.001,0.001,0.001,0.0
lcl|NC_012442.1_prot_WP_005971128.1_669,0.0,0.0,0.002,0.0,0.001,0.0,0.003,0.003,0.002,0.006,0.003,0.0,0.137,0.113,0.13,0.038,0.069,0.0,0.038,0.0,0.001,0.007,0.001,0.0
lcl|NC_012442.1_prot_WP_004682088.1_670,0.066,0.056,0.277,0.256,0.036,0.0,0.114,0.111,0.152,0.174,0.158,0.0,0.08,0.063,0.08,0.062,0.023,0.0,0.358,0.167,0.359,0.253,0.318,0.0
lcl|NC_012442.1_prot_WP_004686015.1_671,0.034,0.013,0.05,0.026,0.017,0.0,0.029,0.025,0.037,0.054,0.023,0.0,0.012,0.006,0.007,0.003,0.001,0.0,0.002,0.001,0.002,0.015,0.0,0.0
lcl|NC_012442.1_prot_WP_002965878.1_673,0.08,0.284,0.108,0.047,0.139,0.0,0.052,0.06,0.051,0.067,0.03,0.0,0.231,0.269,0.035,0.023,0.038,0.0,0.372,0.668,0.133,0.144,0.474,0.2
lcl|NC_012442.1_prot_WP_002965876.1_674,0.007,0.107,0.219,0.107,0.045,0.0,0.228,0.136,0.21,0.222,0.31,0.0,0.617,0.489,0.271,0.185,0.438,0.2,0.054,0.009,0.01,0.039,0.008,0.0
lcl|NC_012442.1_prot_WP_004682096.1_675,0.172,0.207,0.314,0.41,0.092,0.0,0.219,0.257,0.384,0.242,0.34,0.0,0.068,0.048,0.029,0.039,0.011,0.0,0.367,0.209,0.269,0.419,0.037,0.0
lcl|NC_012442.1_prot_WP_002968846.1_676,0.015,0.028,0.065,0.007,0.043,0.0,0.022,0.021,0.021,0.029,0.018,0.0,0.766,0.633,0.669,0.329,0.599,0.8,0.148,0.02,0.014,0.022,0.013,0.0
lcl|NC_012442.1_prot_WP_004686013.1_677,0.0,0.009,0.029,0.003,0.001,0.0,0.04,0.012,0.038,0.027,0.027,0.0,0.046,0.057,0.05,0.057,0.049,0.0,0.026,0.009,0.051,0.035,0.017,0.0
lcl|NC_012442.1_prot_WP_002967258.1_678,0.071,0.05,0.043,0.011,0.068,0.0,0.013,0.016,0.01,0.028,0.015,0.0,0.131,0.137,0.165,0.076,0.219,0.0,0.009,0.003,0.011,0.02,0.004,0.0
lcl|NC_012442.1_prot_WP_002968508.1_679,0.001,0.026,0.036,0.011,0.003,0.0,0.003,0.003,0.005,0.004,0.005,0.0,0.281,0.204,0.216,0.126,0.137,0.0,0.15,0.227,0.169,0.041,0.064,0.0
lcl|NC_012442.1_prot_WP_002972097.1_680,0.003,0.011,0.065,0.003,0.016,0.0,0.017,0.02,0.018,0.036,0.025,0.0,0.046,0.012,0.021,0.012,0.031,0.0,0.04,0.001,0.103,0.019,0.069,0.0
lcl|NC_012442.1_prot_WP_002965869.1_681,0.005,0.002,0.003,0.005,0.009,0.0,0.021,0.023,0.011,0.015,0.007,0.0,0.022,0.025,0.016,0.01,0.008,0.0,0.001,0.0,0.0,0.002,0.0,0.0
lcl|NC_012442.1_prot_WP_004682104.1_682,0.001,0.001,0.001,0.001,0.001,0.0,0.007,0.006,0.004,0.002,0.002,0.0,0.024,0.017,0.004,0.003,0.008,0.0,0.006,0.001,0.0,0.008,0.002,0.0
lcl|NC_012442.1_prot_WP_004686012.1_683,0.0,0.009,0.013,0.002,0.006,0.0,0.02,0.029,0.03,0.035,0.022,0.0,0.038,0.016,0.009,0.022,0.029,0.0,0.042,0.0,0.035,0.038,0.008,0.0
lcl|NC_012442.1_prot_WP_004684883.1_684,0.0,0.001,0.016,0.001,0.0,0.0,0.026,0.023,0.014,0.024,0.018,0.0,0.059,0.019,0.042,0.008,0.029,0.0,0.11,0.001,0.017,0.078,0.001,0.0
lcl|NC_012442.1_prot_WP_004682109.1_685,0.032,0.041,0.126,0.046,0.018,0.0,0.061,0.052,0.066,0.077,0.049,0.0,0.021,0.018,0.012,0.014,0.004,0.0,0.076,0.012,0.028,0.025,0.01,0.0
lcl|NC_012442.1_prot_WP_002968509.1_686,0.0,0.0,0.003,0.0,0.0,0.0,0.011,0.018,0.016,0.012,0.01,0.0,0.061,0.029,0.047,0.04,0.066,0.0,0.01,0.001,0.026,0.019,0.03,0.0
lcl|NC_012442.1_prot_WP_004686011.1_687,0.0,0.0,0.009,0.0,0.0,0.0,0.006,0.007,0.008,0.005,0.006,0.0,0.017,0.005,0.005,0.007,0.01,0.0,0.001,0.0,0.0,0.001,0.001,0.0
lcl|NC_012442.1_prot_WP_002967255.1_688,0.0,0.001,0.003,0.0,0.0,0.0,0.023,0.014,0.01,0.014,0.011,0.0,0.046,0.022,0.013,0.005,0.006,0.0,0.006,0.0,0.0,0.003,0.0,0.0
lcl|NC_012442.1_prot_WP_004682112.1_689,0.0,0.001,0.002,0.0,0.0,0.0,0.009,0.003,0.004,0.005,0.004,0.0,0.009,0.005,0.003,0.001,0.001,0.0,0.0,0.0,0.0,0.001,0.0,0.0
lcl|NC_012442.1_prot_WP_004682115.1_690,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.001,0.001,0.002,0.002,0.0,0.028,0.015,0.01,0.0,0.003,0.0,0.0,0.0,0.0,0.002,0.002,0.0
lcl|NC_012442.1_prot_WP_002965858.1_692,0.0,0.0,0.001,0.0,0.0,0.0,0.005,0.008,0.006,0.011,0.006,0.0,0.014,0.004,0.016,0.002,0.004,0.0,0.009,0.0,0.0,0.002,0.0,0.0
lcl|NC_012442.1_prot_WP_006254245.1_693,0.0,0.0,0.001,0.0,0.0,0.0,0.002,0.003,0.002,0.004,0.002,0.0,0.008,0.002,0.006,0.004,0.005,0.0,0.016,0.0,0.002,0.003,0.0,0.0
lcl|NC_012442.1_prot_WP_002965856.1_694,0.005,0.017,0.027,0.009,0.003,0.0,0.033,0.025,0.042,0.023,0.025,0.0,0.033,0.009,0.03,0.02,0.01,0.0,0.012,0.0,0.001,0.021,0.0,0.0
lcl|NC_012442.1_prot_WP_004684879.1_695,0.208,0.424,0.23,0.22,0.203,0.0,0.154,0.119,0.087,0.077,0.15,0.0,0.139,0.135,0.047,0.273,0.097,0.0,0.231,0.23,0.123,0.149,0.43,0.0
lcl|NC_012442.1_prot_WP_004684878.1_696,0.032,0.052,0.135,0.051,0.028,0.0,0.08,0.08,0.086,0.07,0.091,0.0,0.109,0.041,0.037,0.114,0.054,0.0,0.037,0.001,0.015,0.055,0.049,0.0
lcl|NC_012442.1_prot_WP_002971209.1_697,0.19,0.094,0.149,0.067,0.122,0.0,0.028,0.024,0.031,0.028,0.026,0.0,0.828,0.576,0.147,0.356,0.586,0.6,0.735,0.651,0.536,0.331,0.731,0.8
lcl|NC_012442.1_prot_WP_004686008.1_698,0.001,0.003,0.035,0.001,0.07,0.0,0.047,0.077,0.087,0.057,0.052,0.0,0.062,0.021,0.048,0.01,0.012,0.0,0.02,0.001,0.0,0.006,0.003,0.0
lcl|NC_012442.1_prot_WP_002967252.1_699,0.007,0.085,0.129,0.004,0.007,0.0,0.047,0.078,0.075,0.05,0.141,0.0,0.887,0.704,0.723,0.423,0.924,0.8,0.117,0.195,0.09,0.153,0.094,0.0
lcl|NC_012442.1_prot_WP_004684875.1_700,0.003,0.044,0.046,0.01,0.01,0.0,0.016,0.023,0.028,0.028,0.026,0.0,0.017,0.01,0.011,0.004,0.003,0.0,0.099,0.088,0.075,0.053,0.023,0.0
lcl|NC_012442.1_prot_WP_004686006.1_701,0.001,0.012,0.041,0.003,0.002,0.0,0.132,0.145,0.272,0.118,0.09,0.0,0.023,0.017,0.007,0.003,0.005,0.0,0.006,0.003,0.001,0.002,0.0,0.0
lcl|NC_012442.1_prot_WP_004686005.1_702,0.001,0.002,0.019,0.001,0.0,0.0,0.025,0.034,0.029,0.027,0.024,0.0,0.015,0.008,0.011,0.01,0.005,0.0,0.007,0.001,0.001,0.009,0.0,0.0
lcl|NC_012442.1_prot_WP_004682134.1_703,0.003,0.012,0.172,0.005,0.002,0.0,0.05,0.037,0.103,0.043,0.074,0.0,0.075,0.087,0.074,0.058,0.024,0.0,0.541,0.273,0.115,0.113,0.045,0.2
lcl|NC_012442.1_prot_WP_002965846.1_704,0.003,0.032,0.038,0.038,0.053,0.0,0.009,0.013,0.004,0.013,0.006,0.0,0.016,0.015,0.005,0.002,0.003,0.0,0.114,0.16,0.024,0.028,0.017,0.0
lcl|NC_012442.1_prot_WP_005971076.1_707,0.005,0.013,0.047,0.001,0.003,0.0,0.016,0.028,0.029,0.019,0.02,0.0,0.03,0.022,0.054,0.015,0.012,0.0,0.188,0.002,0.003,0.02,0.002,0.0
lcl|NC_012442.1_prot_WP_002965842.1_708,0.005,0.0,0.001,0.002,0.003,0.0,0.002,0.003,0.001,0.003,0.004,0.0,0.243,0.011,0.009,0.007,0.023,0.0,0.0,0.0,0.0,0.001,0.0,0.0
lcl|NC_012442.1_prot_WP_002965841.1_709,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.001,0.001,0.0,0.062,0.013,0.011,0.005,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lcl|NC_012442.1_prot_WP_004686002.1_710,0.0,0.0,0.001,0.0,0.0,0.0,0.003,0.005,0.003,0.005,0.005,0.0,0.015,0.002,0.005,0.001,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0
lcl|NC_012442.1_prot_WP_002965839.1_711,0.0,0.0,0.001,0.0,0.0,0.0,0.003,0.01,0.002,0.008,0.005,0.0,0.01,0.004,0.007,0.002,0.002,0.0,0.003,0.0,0.0,0.001,0.0,0.0
lcl|NC_012442.1_prot_WP_004686001.1_712,0.002,0.007,0.057,0.006,0.001,0.0,0.041,0.026,0.05,0.014,0.039,0.0,0.042,0.011,0.033,0.012,0.009,0.0,0.021,0.0,0.002,0.01,0.001,0.0
lcl|NC_012442.1_prot_WP_004682148.1_713,0.043,0.151,0.18,0.24,0.042,0.0,0.081,0.041,0.053,0.035,0.067,0.0,0.008,0.003,0.005,0.003,0.0,0.0,0.023,0.022,0.054,0.084,0.051,0.0
lcl|NC_012442.1_prot_WP_004684868.1_715,0.0,0.0,0.002,0.0,0.0,0.0,0.024,0.012,0.009,0.021,0.007,0.0,0.006,0.001,0.013,0.002,0.008,0.0,0.005,0.0,0.0,0.002,0.0,0.0
lcl|NC_012442.1_prot_WP_004682156.1_717,0.002,0.001,0.003,0.003,0.002,0.0,0.002,0.002,0.001,0.003,0.003,0.0,0.015,0.003,0.005,0.003,0.001,0.0,0.0,0.0,0.0,0.003,0.0,0.0
